source,target,score
6831,10791,0.5928338762214984
6831,7722,0.6091205211726385
6831,10800,0.6058631921824105
6831,10816,0.6693811074918566
6831,10818,0.6498371335504886
1721,6831,0.5798045602605864
6256,6831,0.6042345276872965
6831,10605,0.6368078175895765
660,6831,0.6107491856677525
5913,6831,0.6384364820846905
6831,14500,0.5863192182410424
6831,14501,0.5700325732899023
6831,7847,0.5879478827361564
6831,14508,0.6547231270358306
6831,14509,0.5944625407166124
4812,6831,0.5863192182410424
1252,6831,0.6547231270358306
6831,13039,0.7100977198697068
4851,6831,0.7084690553745928
6831,14073,0.6921824104234527
6831,12032,0.5602605863192183
6831,12039,0.5732899022801303
6831,14101,0.5928338762214984
6831,14106,0.5830618892508144
6831,14107,0.5651465798045603
6831,14108,0.6123778501628665
4898,6831,0.6514657980456026
6831,11043,0.6612377850162866
6831,10535,0.6058631921824105
6831,13101,0.6335504885993485
6831,13102,0.6335504885993485
6831,10562,0.6074918566775245
6831,12103,0.6840390879478827
6831,12104,0.6449511400651465
1366,6831,0.6563517915309446
6831,14702,0.6824104234527687
6831,14704,0.6123778501628665
6831,14709,0.6872964169381107
6831,14711,0.6009771986970684
6831,14203,0.6579804560260586
6831,10147,0.6856677524429967
6831,11204,0.5830618892508144
6831,11205,0.5944625407166124
6831,14279,0.6661237785016286
1482,6831,0.6074918566775245
6831,7638,0.5749185667752443
6831,10715,0.6368078175895765
6831,14300,0.6254071661237784
6831,14304,0.7019543973941368
6831,14305,0.7068403908794788
6831,14307,0.6856677524429967
6831,14310,0.6156351791530945
7722,10791,0.6878557874762808
10791,10802,0.5787476280834914
10791,10816,0.6110056925996205
10791,10818,0.6166982922201139
1721,10791,0.5588235294117647
10605,10791,0.6480075901328273
660,10791,0.6973434535104365
5913,10791,0.6280834914611005
9369,10791,0.5550284629981025
10791,14500,0.6110056925996205
10791,14501,0.610056925996205
10791,14502,0.6802656546489564
10791,14506,0.5654648956356736
10791,14508,0.5986717267552182
10791,14509,0.7001897533206831
10791,14512,0.6299810246679317
8883,10791,0.5882352941176471
10791,14009,0.5967741935483871
10791,14010,0.5645161290322581
4812,10791,0.5834914611005693
10450,10791,0.5702087286527514
1252,10791,0.6726755218216319
10791,13039,0.6679316888045541
4851,10791,0.6963946869070209
10791,14073,0.6527514231499051
10791,13050,0.6072106261859582
10791,12039,0.6015180265654649
10513,10791,0.5967741935483871
10791,14101,0.562618595825427
10791,14103,0.5929791271347249
10791,14106,0.6717267552182163
10791,14107,0.6593927893738141
10791,14108,0.6707779886148008
10791,11043,0.6480075901328273
10791,13101,0.6840607210626186
10791,13102,0.5768500948766604
10557,10791,0.5872865275142315
10562,10791,0.5721062618595826
10791,12103,0.650853889943074
10791,12104,0.6394686907020873
1366,10791,0.6992409867172675
10791,14700,0.6774193548387096
10791,14701,0.5967741935483871
10791,14702,0.6195445920303605
10791,14703,0.5787476280834914
10791,14704,0.6641366223908919
10791,14705,0.6764705882352942
10791,14708,0.5844402277039848
10791,14709,0.6584440227703985
10791,14711,0.6593927893738141
10791,14712,0.6053130929791272
10791,14713,0.7060301507537688
10791,14203,0.6717267552182163
10147,10791,0.6176470588235294
10791,11204,0.6679316888045541
10791,11205,0.5872865275142315
10791,14279,0.6375711574952562
1482,10791,0.627134724857685
10715,10791,0.571157495256167
10791,14300,0.7647058823529411
10791,14302,0.7115749525616698
10791,14304,0.6669829222011385
10791,14305,0.6309297912713473
10791,14307,0.6480075901328273
10791,14308,0.6024667931688804
10791,14309,0.5825426944971537
10791,14310,0.5920303605313093
7722,10800,0.571157495256167
7722,10816,0.644212523719165
7722,10818,0.6413662239089184
7722,10605,0.698292220113852
660,7722,0.6470588235294118
5913,7722,0.6631878557874763
7722,14500,0.5986717267552182
7722,14501,0.5673624288425048
7722,14502,0.6584440227703985
7722,14508,0.650853889943074
7722,14509,0.6764705882352942
7722,14512,0.5806451612903226
7722,8883,0.5825426944971537
4812,7722,0.5939278937381404
1252,7722,0.7485768500948766
7722,13039,0.7182163187855788
4851,7722,0.722011385199241
7722,14073,0.6793168880455408
7722,13050,0.5740037950664136
7722,12039,0.6698292220113852
7722,10513,0.5692599620493358
7722,14101,0.5977229601518027
7722,14106,0.6878557874762808
7722,14107,0.6527514231499051
7722,14108,0.6347248576850095
4898,7722,0.571157495256167
7722,11043,0.6840607210626186
7722,13101,0.6698292220113852
7722,13102,0.579696394686907
7722,10557,0.5588235294117647
7722,10562,0.5834914611005693
7722,12103,0.6631878557874763
7722,12104,0.6565464895635673
1366,7722,0.777988614800759
7722,14700,0.6166982922201139
7722,14702,0.6518026565464896
7722,14703,0.5683111954459203
7722,14704,0.6461100569259962
7722,14705,0.6802656546489564
7722,14709,0.6963946869070209
7722,14711,0.644212523719165
7722,14712,0.5635673624288425
7722,14713,0.7814070351758794
7722,14203,0.6717267552182163
7722,10147,0.6774193548387096
7722,11204,0.6299810246679317
7722,11205,0.5569259962049335
7722,14279,0.6612903225806451
1482,7722,0.6612903225806451
7638,7722,0.5654648956356736
7722,10715,0.5664136622390892
7722,14300,0.6375711574952562
7722,14302,0.7514231499051234
7722,14304,0.6869070208728653
7722,14305,0.6394686907020873
7722,14307,0.6650853889943074
7722,14308,0.5702087286527514
7722,14309,0.6053130929791272
7722,14310,0.5882352941176471
10800,10816,0.5977229601518027
10605,10800,0.562618595825427
5913,10800,0.5664136622390892
10800,14508,0.5958254269449715
10800,14509,0.5645161290322581
1252,10800,0.5910815939278937
10800,13039,0.6261859582542695
4851,10800,0.594876660341556
10800,14073,0.5986717267552182
10800,14106,0.5768500948766604
4898,10800,0.5853889943074004
10800,11043,0.5853889943074004
10800,13102,0.5787476280834914
10562,10800,0.571157495256167
10800,12103,0.5749525616698292
10800,12104,0.5806451612903226
1366,10800,0.5768500948766604
10800,14702,0.5740037950664136
10800,14709,0.603415559772296
10800,14711,0.5578747628083491
10800,14203,0.5787476280834914
10147,10800,0.5967741935483871
10800,14279,0.5721062618595826
10715,10800,0.5853889943074004
10800,14300,0.5759013282732448
10800,14302,0.5597722960151803
10800,14304,0.5787476280834914
10800,14307,0.5929791271347249
10800,14310,0.5635673624288425
10802,10823,0.6110056925996205
10802,11029,0.6328273244781784
9369,10802,0.6973434535104365
10802,14501,0.5683111954459203
10802,14504,0.6138519924098672
10802,14506,0.6584440227703985
10802,14510,0.6043643263757116
10802,14511,0.6375711574952562
10802,14512,0.6717267552182163
10802,14002,0.6537001897533207
10802,14009,0.6318785578747628
10450,10802,0.5920303605313093
10802,14077,0.6527514231499051
10513,10802,0.6166982922201139
10802,14103,0.627134724857685
10802,14105,0.7305502846299811
10802,14107,0.5721062618595826
10802,14108,0.6337760910815939
10802,11044,0.6593927893738141
10557,10802,0.5920303605313093
10802,14700,0.6470588235294118
10802,14701,0.5872865275142315
10802,14704,0.6337760910815939
10802,14705,0.5986717267552182
10802,14706,0.713472485768501
10802,14707,0.6764705882352942
10802,14708,0.5683111954459203
10802,14710,0.6641366223908919
10802,14712,0.7466793168880456
10802,11204,0.5635673624288425
7638,10802,0.579696394686907
10802,14303,0.6755218216318786
10802,14503,0.644212523719165
10816,10818,0.6489563567362429
6256,10816,0.5901328273244781
10605,10816,0.6850094876660342
660,10816,0.5759013282732448
5913,10816,0.6375711574952562
10816,14500,0.603415559772296
10816,14502,0.5635673624288425
7847,10816,0.5815939278937381
10816,14508,0.683111954459203
10816,14509,0.6081593927893738
4812,10816,0.5806451612903226
1252,10816,0.6660341555977229
10816,13039,0.7571157495256167
4851,10816,0.7210626185958254
10816,14073,0.7400379506641366
10816,13050,0.5597722960151803
10816,12039,0.6005692599620494
10816,14101,0.6233396584440227
10816,14106,0.594876660341556
10816,14108,0.5550284629981025
4898,10816,0.6242884250474383
10816,11043,0.7400379506641366
10535,10816,0.5559772296015181
10816,13101,0.603415559772296
10816,13102,0.6394686907020873
10562,10816,0.5910815939278937
10816,12103,0.7115749525616698
10816,12104,0.6413662239089184
1366,10816,0.6527514231499051
10816,14702,0.6878557874762808
10816,14704,0.573055028462998
10816,14709,0.7352941176470589
10816,14711,0.5787476280834914
10816,14713,0.7311557788944724
10816,14203,0.6850094876660342
10147,10816,0.7077798861480076
10816,14279,0.6992409867172675
1482,10816,0.5588235294117647
7638,10816,0.5844402277039848
10715,10816,0.6480075901328273
10816,14300,0.6432637571157496
10816,14302,0.5882352941176471
10816,14304,0.6783681214421252
10816,14305,0.6679316888045541
10816,14307,0.7001897533206831
10816,14309,0.5768500948766604
10816,14310,0.642314990512334
10605,10818,0.6622390891840607
660,10818,0.5891840607210627
5913,10818,0.6527514231499051
10818,14500,0.618595825426945
10818,14502,0.571157495256167
7847,10818,0.5673624288425048
10818,14508,0.6631878557874763
10818,14509,0.6223908918406073
4812,10818,0.603415559772296
1252,10818,0.6518026565464896
10818,13039,0.7172675521821632
4851,10818,0.7011385199240987
10818,14073,0.6992409867172675
10818,13050,0.5607210626185958
10818,12032,0.5844402277039848
10818,12039,0.5683111954459203
10818,14101,0.6110056925996205
10818,14106,0.5958254269449715
10818,14108,0.5692599620493358
4898,10818,0.5872865275142315
10818,11043,0.6973434535104365
10818,13101,0.6091081593927894
10818,13102,0.6280834914611005
10562,10818,0.5550284629981025
10818,12103,0.6992409867172675
10818,12104,0.6309297912713473
1366,10818,0.6641366223908919
10818,14702,0.7049335863377609
10818,14704,0.562618595825427
10818,14709,0.7182163187855788
10818,14713,0.7110552763819096
10818,14203,0.644212523719165
10147,10818,0.7077798861480076
10818,11204,0.5559772296015181
10818,11205,0.5721062618595826
10818,14279,0.7020872865275142
1482,10818,0.5872865275142315
10715,10818,0.6091081593927894
10818,14300,0.6214421252371917
10818,14302,0.5986717267552182
10818,14304,0.6574952561669829
10818,14305,0.6394686907020873
10818,14307,0.6859582542694497
10818,14310,0.5664136622390892
3658,10823,0.5616698292220114
10823,11029,0.6252371916508539
9369,10823,0.6897533206831119
10823,14501,0.5749525616698292
10823,14504,0.6717267552182163
10823,14506,0.6688804554079696
10823,14510,0.642314990512334
10823,14511,0.6499051233396584
10823,14512,0.5958254269449715
10823,14002,0.6404174573055028
10823,14009,0.6603415559772297
10823,14010,0.573055028462998
10450,10823,0.6176470588235294
10823,14077,0.6280834914611005
10513,10823,0.6223908918406073
10823,14103,0.6480075901328273
10823,14105,0.7011385199240987
10823,11044,0.6129032258064516
10557,10823,0.6043643263757116
10823,12109,0.5977229601518027
10823,14700,0.594876660341556
10823,14701,0.6110056925996205
10823,14705,0.5607210626185958
10823,14706,0.6859582542694497
10823,14707,0.6489563567362429
10823,14708,0.618595825426945
10823,14710,0.6631878557874763
10823,14712,0.7106261859582542
10823,14303,0.6641366223908919
10823,14503,0.6290322580645161
1721,6256,0.562618595825427
1721,5913,0.5920303605313093
1721,12104,0.5588235294117647
1721,14711,0.5597722960151803
1721,14279,0.5559772296015181
1721,10715,0.5597722960151803
1721,14310,0.5673624288425048
6256,13039,0.594876660341556
4851,6256,0.5588235294117647
6256,14073,0.5777988614800759
6256,12039,0.5645161290322581
4898,6256,0.5967741935483871
6256,11043,0.571157495256167
6256,12103,0.5777988614800759
6256,14702,0.5825426944971537
6256,14709,0.5834914611005693
6256,14203,0.5920303605313093
6256,10147,0.5692599620493358
6256,14279,0.5777988614800759
6256,10715,0.5958254269449715
6256,14300,0.5635673624288425
6256,14305,0.5588235294117647
6256,14307,0.5683111954459203
6256,14310,0.5777988614800759
9369,11029,0.7144212523719166
11029,14501,0.5673624288425048
11029,14504,0.6489563567362429
11029,14506,0.6869070208728653
11029,14510,0.6375711574952562
11029,14511,0.7087286527514232
11029,14512,0.6005692599620494
11029,14002,0.7172675521821632
11029,14009,0.6555977229601518
10450,11029,0.5929791271347249
11029,14077,0.7030360531309298
10513,11029,0.635673624288425
11029,14103,0.644212523719165
11029,14105,0.7466793168880456
11029,11044,0.6527514231499051
10557,11029,0.6166982922201139
11029,12109,0.6005692599620494
11029,14700,0.5853889943074004
11029,14701,0.6195445920303605
11029,14706,0.7296015180265655
11029,14707,0.6546489563567363
11029,14708,0.5673624288425048
11029,14710,0.6565464895635673
11029,14712,0.7058823529411765
11029,14303,0.7333965844402277
11029,14503,0.7020872865275142
660,5767,0.5616698292220114
5767,8883,0.5853889943074004
5767,14107,0.6015180265654649
660,10605,0.6261859582542695
5913,10605,0.6660341555977229
10605,14500,0.618595825426945
10605,14502,0.5910815939278937
7847,10605,0.562618595825427
10605,14508,0.674573055028463
10605,14509,0.6489563567362429
4812,10605,0.6622390891840607
1252,10605,0.6774193548387096
10605,13039,0.7514231499051234
4851,10605,0.7647058823529411
10605,14073,0.7058823529411765
10605,13050,0.5569259962049335
10605,12032,0.5597722960151803
10605,12039,0.6129032258064516
10605,14101,0.5872865275142315
10605,14106,0.642314990512334
10605,14107,0.5806451612903226
10605,14108,0.6043643263757116
4898,10605,0.5910815939278937
10605,11043,0.7058823529411765
10535,10605,0.5787476280834914
10605,13101,0.6650853889943074
10605,13102,0.6299810246679317
10562,10605,0.5616698292220114
10605,12103,0.6954459203036053
10605,12104,0.6309297912713473
10605,12107,0.5569259962049335
1366,10605,0.7305502846299811
10605,14702,0.6992409867172675
10605,14703,0.5588235294117647
10605,14704,0.5607210626185958
10605,14705,0.5825426944971537
10605,14709,0.7362428842504743
10605,14711,0.5882352941176471
10605,14713,0.8065326633165829
10605,14203,0.7001897533206831
10147,10605,0.7258064516129032
10605,11204,0.5939278937381404
10605,11205,0.579696394686907
10605,14279,0.6925996204933587
1482,10605,0.5977229601518027
10605,10715,0.6337760910815939
10605,14300,0.6309297912713473
10605,14302,0.6461100569259962
10605,14304,0.6907020872865275
10605,14305,0.6537001897533207
10605,14307,0.698292220113852
10605,14309,0.5616698292220114
10605,14310,0.5939278937381404
660,5913,0.6223908918406073
660,14500,0.5673624288425048
660,14501,0.6005692599620494
660,14502,0.6480075901328273
660,7847,0.5550284629981025
660,14508,0.5929791271347249
660,14509,0.6480075901328273
660,14512,0.6214421252371917
660,8883,0.6328273244781784
660,14009,0.5787476280834914
660,10450,0.5844402277039848
660,1252,0.6318785578747628
660,13039,0.6062618595825426
660,4851,0.7011385199240987
660,14073,0.6242884250474383
660,13050,0.5569259962049335
660,12039,0.5721062618595826
660,10513,0.5597722960151803
660,14101,0.5787476280834914
660,14103,0.5882352941176471
660,14106,0.7049335863377609
660,14107,0.7106261859582542
660,14108,0.7058823529411765
660,11043,0.5872865275142315
660,13101,0.7182163187855788
660,13102,0.5967741935483871
660,10557,0.5740037950664136
660,10562,0.5759013282732448
660,12101,0.5787476280834914
660,12103,0.603415559772296
660,12104,0.5882352941176471
660,1366,0.7172675521821632
660,14700,0.644212523719165
660,14701,0.5550284629981025
660,14702,0.6015180265654649
660,14703,0.5683111954459203
660,14704,0.6565464895635673
660,14705,0.6375711574952562
660,14708,0.5597722960151803
660,14709,0.6129032258064516
660,14711,0.6233396584440227
660,14712,0.5853889943074004
660,14713,0.635678391959799
660,14203,0.6394686907020873
660,10147,0.6005692599620494
660,11204,0.6717267552182163
660,11205,0.6081593927893738
660,14279,0.6024667931688804
660,1482,0.6660341555977229
660,14300,0.6565464895635673
660,14302,0.6707779886148008
660,14304,0.6555977229601518
660,14305,0.6328273244781784
660,14307,0.5882352941176471
660,14308,0.5683111954459203
660,14309,0.627134724857685
5913,14500,0.5759013282732448
5913,14502,0.6081593927893738
5913,7847,0.5569259962049335
5913,14508,0.6612903225806451
5913,14509,0.6489563567362429
4812,5913,0.5853889943074004
1252,5913,0.6707779886148008
5913,13039,0.6935483870967742
4851,5913,0.7751423149905123
5913,14073,0.6859582542694497
5913,12039,0.618595825426945
5913,14101,0.5891840607210627
5913,14106,0.6138519924098672
5913,14107,0.5929791271347249
5913,14108,0.5844402277039848
4898,5913,0.603415559772296
5913,11043,0.6622390891840607
5913,10535,0.573055028462998
5913,13101,0.6299810246679317
5913,13102,0.5777988614800759
5913,12103,0.6347248576850095
5913,12104,0.6214421252371917
5913,12107,0.5740037950664136
1366,5913,0.6821631878557874
5913,14702,0.6461100569259962
5913,14703,0.5559772296015181
5913,14704,0.5834914611005693
5913,14705,0.5891840607210627
5913,14709,0.6840607210626186
5913,14711,0.6166982922201139
5913,14713,0.6381909547738693
5913,14203,0.6717267552182163
5913,10147,0.6840607210626186
5913,11204,0.5825426944971537
5913,11205,0.5607210626185958
5913,14279,0.6755218216318786
1482,5913,0.6138519924098672
5913,10715,0.6053130929791272
5913,14300,0.6261859582542695
5913,14302,0.627134724857685
5913,14304,0.6385199240986718
5913,14305,0.6461100569259962
5913,14307,0.6518026565464896
5913,14309,0.6195445920303605
5913,14310,0.6129032258064516
9369,14501,0.6148007590132827
9369,14504,0.7144212523719166
9369,14506,0.7381404174573055
9369,14510,0.698292220113852
9369,14511,0.7229601518026565
9369,14512,0.7011385199240987
9369,14002,0.7371916508538899
9369,14009,0.7239089184060721
9369,14010,0.6129032258064516
9369,10450,0.6299810246679317
9369,13050,0.5578747628083491
9369,14077,0.7210626185958254
9369,10513,0.7286527514231499
9369,14103,0.7381404174573055
9369,14105,0.7922201138519924
9369,14108,0.6043643263757116
9369,11044,0.7182163187855788
9369,10557,0.6717267552182163
9369,12101,0.573055028462998
9369,12109,0.6148007590132827
9369,14700,0.6480075901328273
9369,14701,0.6774193548387096
9369,14703,0.5673624288425048
9369,14704,0.611954459203036
9369,14705,0.5996204933586338
9369,14706,0.7713472485768501
9369,14707,0.7476280834914611
9369,14708,0.642314990512334
9369,14710,0.7514231499051234
9369,14712,0.8159392789373814
9369,14303,0.7561669829222012
9369,14503,0.7409867172675522
14500,14501,0.644212523719165
14500,14508,0.650853889943074
14500,14509,0.5844402277039848
14010,14500,0.6138519924098672
1252,14500,0.5977229601518027
13039,14500,0.6717267552182163
4851,14500,0.6489563567362429
14073,14500,0.6574952561669829
13050,14500,0.6688804554079696
12032,14500,0.594876660341556
10513,14500,0.5929791271347249
14101,14500,0.5673624288425048
14103,14500,0.5768500948766604
14106,14500,0.5578747628083491
14108,14500,0.5588235294117647
4898,14500,0.6110056925996205
11043,14500,0.6480075901328273
10535,14500,0.5759013282732448
13101,14500,0.5721062618595826
13102,14500,0.5740037950664136
10557,14500,0.573055028462998
10562,14500,0.6574952561669829
12103,14500,0.6204933586337761
12104,14500,0.573055028462998
12107,14500,0.6309297912713473
1366,14500,0.6110056925996205
14500,14701,0.6546489563567363
14500,14702,0.6204933586337761
14500,14703,0.6537001897533207
14500,14708,0.6280834914611005
14500,14709,0.683111954459203
14500,14712,0.5692599620493358
14500,14713,0.7236180904522613
14203,14500,0.6404174573055028
10147,14500,0.6489563567362429
11205,14500,0.6925996204933587
14279,14500,0.6138519924098672
10715,14500,0.5550284629981025
14300,14500,0.5996204933586338
14302,14500,0.5635673624288425
14304,14500,0.6242884250474383
14305,14500,0.6299810246679317
14307,14500,0.6385199240986718
14310,14500,0.5559772296015181
14501,14502,0.5834914611005693
14501,14504,0.618595825426945
14501,14506,0.6717267552182163
14501,14509,0.5920303605313093
14501,14510,0.5977229601518027
14501,14511,0.610056925996205
14501,14512,0.6214421252371917
14002,14501,0.6024667931688804
14009,14501,0.642314990512334
14010,14501,0.6546489563567363
10450,14501,0.5654648956356736
13039,14501,0.5588235294117647
4851,14501,0.5834914611005693
14073,14501,0.571157495256167
13050,14501,0.6641366223908919
14077,14501,0.5588235294117647
10513,14501,0.6622390891840607
14103,14501,0.6802656546489564
14105,14501,0.5692599620493358
14106,14501,0.562618595825427
14107,14501,0.5635673624288425
14108,14501,0.6138519924098672
11043,14501,0.5787476280834914
11044,14501,0.6603415559772297
13101,14501,0.5768500948766604
10557,14501,0.6622390891840607
10562,14501,0.5683111954459203
12101,14501,0.5863377609108159
12104,14501,0.5882352941176471
12107,14501,0.6261859582542695
12109,14501,0.6024667931688804
1366,14501,0.5958254269449715
14501,14700,0.6366223908918406
14501,14701,0.6973434535104365
14501,14703,0.6480075901328273
14501,14704,0.6195445920303605
14501,14705,0.5863377609108159
14501,14706,0.5958254269449715
14501,14707,0.6195445920303605
14501,14708,0.6518026565464896
14501,14709,0.594876660341556
14501,14710,0.6138519924098672
14501,14712,0.6698292220113852
14501,14713,0.5628140703517588
14203,14501,0.5654648956356736
11204,14501,0.5635673624288425
11205,14501,0.6555977229601518
1482,14501,0.5578747628083491
14300,14501,0.5559772296015181
14302,14501,0.5815939278937381
14303,14501,0.5910815939278937
14304,14501,0.579696394686907
14307,14501,0.5749525616698292
14501,14503,0.5749525616698292
14502,14508,0.5607210626185958
14502,14509,0.6707779886148008
14502,14512,0.6309297912713473
1252,14502,0.6280834914611005
